address;name;type;postcode;phone;email;educational;topics;languages;lat;lon
Cuvrystr. 26A Oppelner Str. 21;Kindergärten City;Kindertagesstätte;10997;0302250 2421;Kita.Cuvrystr26a@ba-fk.berlin.de;Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5004054;13.4334017
Muskauer Str. 30;Eltern - Initiativ - Tagesstätte Muskauer Str. 30 e. V.;Eltern-Initiativ-Kindertagesstätte;10997;0306116027;;;;;52.5031972;13.4258761
Eisenbahnstr. 9;Forum Kreuzberg e.V.;Kindertagesstätte;10997;030611089-13;kita@forumkreuzberg.de;Waldorfpädagogik;;;52.50255139999999;13.4329861
Eisenbahnstr. 13;Trau Dich e.V.;Eltern-Initiativ-Kindertagesstätte;10997;611 77 06;;;;;52.503014;13.43338
Lausitzer Str. 22;Regenbogenfabrik Block 109 e. V.;Eltern-Initiativ-Kindertagesstätte;10999;03069579514;kita@regenbogenfabrik.de;;;;52.4956329;13.4267796
Admiralstr. 20;Eltern - Kinder - Schüler - Gruppe Till Eulenspiegel Kette e.V.;Kindertagesstätte;10999;030615 76 97;kinderladen@tek-admiral.de;Situationsansatz;;;52.4957178;13.4156007
Liegnitzer Str. 17;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10999;0306128 9737;babb-kreuzberg@taeks.de;Montessori-Pädagogik, Reggio-Pädagogik;;;52.49337999999999;13.43408
Adalbertstr. 87;KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.;Kindertagesstätte;10999;030615 5706;kotti.kita-adalbert@online.de;Situationsansatz;;;52.4956904;13.4272009
Reichenberger Str. 82;Spreesprotten e. V.;Eltern-Initiativ-Kindertagesstätte;10999;03061657233;antonia.waadt@gmx.de;Situationsansatz;;;52.4936;13.43607
Reichenberger Str. 90;Verein zur Unterhaltung und Förderung derEltern-Initiativ-Kindertagesstätte Wilde 13 e.V.;Eltern-Initiativ-Kindertagesstätte;10999;0306125570;;Situationsansatz;;;52.49296;13.43831
Ohlauer Str. 39 /41;Tentakel e.V.;Eltern-Initiativ-Kindertagesstätte;10999;03054594692;info@tentakel.de;;;;52.49433;13.4294
Reichenberger Str. 62;Elternverein für Bildung und Erziehung e.V.;Eltern-Initiativ-Kindertagesstätte;10999;03053097225;eebevberlin@gmail.com;;;;52.49553;13.4297
Paul-Lincke-Ufer 13;Komsu e.V. Interkulturelle Kindertagesstätte;Kindertagesstätte;10999;0302250 3050;komsu@web.de;bilingual (deutsch-türkisch);Interkulturelle Pädagogik;deutsch - türkisch;52.49269;13.4323
Liegnitzer Str. 14;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10999;030611 97 54;babb-kreuzberg@taeks.de;Ansatz von Emmi Pikler, Montessori-Pädagogik;;;52.49381;13.43447
Adalbertstr. 24;Gemeindeaufbauprojekt Kreuzberg Ost e.V.;Kindertagesstätte;10999;030;;;;;52.4956904;13.4272009
Oranienstr. 4;VAK - Verein zur Förderung ausländischerund deutscher Kinder e.V.;Kindertagesstätte;10999;030030 618 63 19;VAK-Kitas@t-online.de;Interkulturelle Pädagogik;Integration von Kindern mit Behinderung;deutsch - türkisch;52.5020152;13.4143301
Wiener Str. 1 - 6;Elternverein für Bildung und Erziehung e.V.;Eltern-Initiativ-Kindertagesstätte;10999;03069516797;eebevberlin@gmail.com;;;;52.4986999;13.4278244
Leuschnerdamm 33;Kindergärten City;Kindertagesstätte;10999;03050586290;Kita.Leuschnerdamm33@ba-fk.berlin.de;Sonstiges;Ästhetische Bildung (Musik und Kunst), Körper und Bewegung;;52.50334;13.41757
Reichenberger Str. 92;Kindergärten City;Kindertagesstätte;10999;03022503201;Kita.Reichenberger92@ba-fk.berlin.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.49239;13.44045
Forster Str. 56;Eltern-Initiativ-Kindertagesstätte Lindenblüte e.V.;Eltern-Initiativ-Kindertagesstätte;10999;0306117735;;Ansatz von Emmi Pikler;;;52.4959749;13.4343698
Ohlauer Str. 1;Jungle e. V.;Eltern-Initiativ-Kindertagesstätte;10999;0306165 1161;mail@kita-jungle.de;bilingual (deutsch-französisch);;;52.49703;13.43206
Ratiborstr. 8 Reichenberger Str. 91;Waldorfinitiative Kindertagesstätte Ratiborstr. e.V.;Eltern-Initiativ-Kindertagesstätte;10999;0306712 0795;;Waldorf;;;52.4956904;13.4272009
Glogauer Str. 22;EKT Makke e.V.;Eltern-Initiativ-Kindertagesstätte;10999;0306186519;ektmakke_ev@t-online.de;Waldorfpädagogik;;;52.4925736;13.4365348
Lausitzer Str. 29;Ev. Kirchengemeinde Emmaus-Ölberg;Kindertagesstätte;10999;030616932-17;kita@emmaus.de;;;;52.49483;13.42653
Adalbertstr. 88;KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.;Kindertagesstätte;10999;0306155706;kotti.kita-adalbert@online.de;Situationsansatz;;;52.4956904;13.4272009
Ohlauer Str. 44;Kita-kinderbunt UG (haftungsbeschränkt);Kindertagesstätte;10999;03068328297;kinderbunt@hotmail.de;Interkulturelle Pädagogik;;;52.49446;13.42859
Reichenberger Str. 122;Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.;Kindertagesstätte;10999;030611 45 25;kastanie@awo-mitte.de;Situationsansatz;;;52.49534999999999;13.43189
Waldemarstr. 57;Eltern-Kinder-Gruppe Florian e. V.;Kindertagesstätte;10999;0306148146;;;;;52.4956904;13.4272009
Glogauer Str. 26;Spreesprotten e. V.;Eltern-Initiativ-Kindertagesstätte;10999;0306128 7771;gabriele.batliner@email.de;Ansatz von Emmi Pikler, Montessori-Pädagogik;;;52.4930493;13.4371789
Mariannenstr. 47;Affentanz e.V.;Eltern-Initiativ-Kindertagesstätte;10999;030617 52 34;ektaffentanz@gmx.de;Situationsansatz;;;52.4956904;13.4272009
Erkelenzdamm 49;Kindertagesstätte Fajam e.V.;Eltern-Initiativ-Kindertagesstätte;10999;615 75 00;;;;;52.4976709;13.41298
Waldemarstr. 57;Kinderhaus Waldemar - Elterninitiative e.V.;Eltern-Initiativ-Kindertagesstätte;10999;614 10 29;kihawal@t-online.de;Situationsansatz;;;52.4956904;13.4272009
Adalbertstr. 23B;Eltern - Kinder - Schüler - Gruppe Till Eulenspiegel Kette e.V.;Kindertagesstätte;10999;03075453164;kinderladen@tek-kreuzberg.de;Situationsansatz;;;52.4956904;13.4272009
Dresdener Str. 128;INA.KINDER.GARTEN gGmbH;Kindertagesstätte;10999;030695 03 790;dresdenerstrasse@inakindergarten.de;Situationsansatz;;;52.5002428;13.4169824
Paul-Lincke-Ufer 12;Komsu e.V. Interkulturelle Kindertagesstätte;Kindertagesstätte;10999;03022503041;komsu@web.de;bilingual (deutsch-türkisch);Interkulturelle Pädagogik;deutsch - türkisch;52.49277;13.43291
Reichenberger Str. 40;Kindergärten City;Kindertagesstätte;10999;03023889682;Kita.Reichenberger40@ba-fk.berlin.de;Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung;;52.4971128;13.4247916
Dresdener Str. 29;Kath. Kirchengemeinde St. Marien - Liebfrauen;Kindertagesstätte;10999;03049807597;kita-st.michael@gmx.de;;;;52.5038323;13.4150346
Forster Str. 17;Schippe und Eimer e.V.;Eltern-Initiativ-Kindertagesstätte;10999;03061655720;auroville@arcor.de;Reggio-Pädagogik, Situationsansatz;;;52.4939534;13.432017
Dresdener Str. 14;KOTTI - Nachbarschafts- und Gemeinwesenverein am Kottbusser Tor e.V.;Kindertagesstätte;10999;030615 32 00;kotti.kita-dresdener@online.de;;;;52.50099669999999;13.4171789
Reichenberger Str. 99;Hollerbusch e.V.;Eltern-Initiativ-Kindertagesstätte;10999;0306183014;finanzen@hollerbusch-berlin.de;Waldorfpädagogik;;;52.49489089999999;13.4325727
Naunynstr. 72;EKT-Schokokids e. V.;Eltern-Initiativ-Kindertagesstätte;10999;0306157699;ektschokokids@web.de;Situationsansatz;;;52.4956904;13.4272009
Oranienstr. 202;Kinderladen Bande e.V.;Eltern-Initiativ-Kindertagesstätte;10999;611 98 94;;;;;52.49976299999999;13.4243623
Glogauer Str. 32;Spreesprotten e. V.;Eltern-Initiativ-Kindertagesstätte;10999;0306165 5690;gabriele.batliner@email.de;Montessori-Pädagogik, Situationsansatz;;;52.4944822;13.4384249
Oranienstr. 192;Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.;Kindertagesstätte;10999;030614 48 29;wassertropfen@awo-mitte.de;Gesundheit, Situationsansatz;;;52.5002;13.42242
Naunynstr. 69;Unionhilfswerk Sozialeinrichtungen gemeinnützige Gesellschaft mbH;Kindertagesstätte;10999;0306 14 90 53;kita.naunynstrasse@unionhilfswerk.de;Montessori-Pädagogik;Integration von Kindern mit Behinderung;;52.4956904;13.4272009
Reichenberger Str. 156A;VAK - Verein zur Förderung ausländischerund deutscher Kinder e.V.;Kindertagesstätte;10999;030030 61076668;VAK-Kitas@t-online.de;Interkulturelle Pädagogik;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;;52.4984;13.42412
Mariannenstr. 48;Schülerladen `Langer Rüssel` e.V.;Eltern-Initiativ-Kindertagesstätte;10999;612 61 20;;Situationsansatz;;;52.4956904;13.4272009
Oranienstr. 56;Pfefferwerk Stadtkultur gGmbH;Kindertagesstätte;10999;030536 59 400;kita-oranienstrasse@pfefferwerk.de;Ansatz von Emmi Pikler, Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;;52.4956904;13.4272009
Großgörschenstr. 10;Evangelische Königin-Luise-undSilas Kirchengemeinde;Kindertagesstätte;10829;781 44 57;silas-kita@web.de;;;;52.4803778;13.3597304
Gotenstr. 18;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10829;0307874480/325123350;insellaeden@taeks.de;;;;52.48114;13.35995
Naumannstr. 7 links;Selbsthilfeprojekt für Frauen e.V. - Hanimlar Yardimlasma Dernegi;Kindertagesstätte;10829;03078896245;info@kitatulpen.de;Situationsansatz;;deutsch - türkisch;52.4803778;13.3597304
Gotenstr. 71;Lilo Leopard e. V.;Eltern-Initiativ-Kindertagesstätte;10829;030781 51 68;lilo.leopard@gmx.de;;;;52.4829036;13.360531
Gotenstr. 17;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10829;030781 99 77/325123350;insellaeden@taeks.de;Ansatz von Emmi Pikler, Montessori-Pädagogik;;;52.4815747;13.360017
Leberstr. 69 -77;Gemeinnützige BOOT GmbH;Kindertagesstätte;10829;03044721865;sonneninsel@bootkitas.de;Situationsansatz;;;52.480714;13.3614014
Gustav-Müller-Platz 4;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10829;0307819911/325123350;insellaeden@taeks.de;;;;52.48343;13.36311
Kolonnenstr. 40;Kath. Kirchengemeinde St. Matthias;Kindertagesstätte;10829;0307811359;kita-st.elisabeth-berlin@t-online.de;;;;52.4850879;13.3656077
Naumannstr. 4;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10829;0307821487/325123350;insellaeden@taeks.de;Reggio-Pädagogik;;;52.4860335;13.3632305
Gustav-Müller-Platz 2;Stadtteilverein Schöneberg e.V.;Kindertagesstätte;10829;030784 71 05;info@stadtteilvereinschoeneberg.de;Interkulturelle Pädagogik, Situationsansatz;Interkulturelle Pädagogik, Körper und Bewegung;;52.4834221;13.3622478
Hohenfriedbergstr. 18;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10829;030782 89 85/325123350;insellaeden@taeks.de;Ansatz von Emmi Pikler;;;52.48647589999999;13.3648089
Leuthener Str. 8;Brei nach Neun e. V.;Eltern-Initiativ-Kindertagesstätte;10829;782 83 19;info@brei-nach-neun.de;Situationsansatz;;;52.48087839999999;13.3628365
Hochkirchstr. 15 -018;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;10829;030030 7800 1901;kita-hochkirchstrasse@fippev.de;Situationsansatz;;;52.48959;13.3691
Geßlerstr. 8;KINDERLADEN PUSTEBLUME e. V.;Eltern-Initiativ-Kindertagesstätte;10829;0307820270;pusteblume@gmx.de;;;;52.4860914;13.3672073
Naumannstr. 7;Selbsthilfeprojekt für Frauen e.V. - Hanimlar Yardimlasma Dernegi;Eltern-Initiativ-Kindertagesstätte;10829;030788 96 243;info@kitaknospen.de;Situationsansatz;;deutsch - türkisch;52.4855513;13.3638248
Gustav-Müller-Platz 5;Kindergruppe Bunte Knospe e. V.;Eltern-Initiativ-Kindertagesstätte;10829;0307846400;;;;;52.48385;13.36303
Naumannstr. 6;kids in berlin kib gUG (haftungsbeschränkt);Kindertagesstätte;10829;03026038785;wombatinfo@aol.com;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Interkulturelle Pädagogik, Körper und Bewegung;;52.48586;13.36324
Brunhildstr. 15;Verein zur Förderung vorschulischer Erziehung e. V.;Eltern-Initiativ-Kindertagesstätte;10829;030788 13 17;kinder@kindergarten-berlin.de;Waldorfpädagogik;;;52.48666;13.36253
Cheruskerstr. 28;Evangelische Königin-Luise-undSilas Kirchengemeinde;Kindertagesstätte;10829;784 13 35;kita-cherusker@gmx.de;;;;52.4820601;13.3585596
Cheruskerstr. 17;die Meckerbeine e.V.;Eltern-Initiativ-Kindertagesstätte;10829;0307822580;mail@meckerbeine.de;;Integration von Kindern mit Behinderung;;52.481174;13.3593051
Ebersstr. 18;Stadtmäuse e. V.;Eltern-Initiativ-Kindertagesstätte;10827;030782 89 19;vorstand@stadtmaeuse-berlin.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.48171;13.35366
Neue Steinmetzstr. 1;INA.KINDER.GARTEN gGmbH;Kindertagesstätte;10827;030773 26 162;neuesteinmetzstrasse@inakindergarten.de;Situationsansatz;;;52.49129;13.3623
Kärntener Str. 11;Eltern-Initiativ-Kindertagesstätte: Onnimanni e. V.;Eltern-Initiativ-Kindertagesstätte;10827;0307828533;mail@onnimanni.de;Situationsansatz;;;52.4785923;13.3475677
Vorbergstr. 2;Eltern-Initiativ-Kindertagesstätte Kleine Ungeheuer e.V.;Eltern-Initiativ-Kindertagesstätte;10827;0307843347;vorstand@kleineungeheuer.de;;;;52.4830386;13.3542784
Crellestr. 16B;Kindertagesstätten Berlin Süd-West;Kindertagesstätte;10827;030290276020;kita-crellestr@kitasw.berlin.de;;;;52.48745;13.36063
Fritz-Reuter-Str. 8;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10827;030782 24 43;wilde13@taeks.de;Ansatz von Emmi Pikler, Integration von Kindern mit Behinderung, Körper und Bewegung, Montessori-Pädagogik;;;52.48025;13.34804
Ebersstr. 12A;Kinderladen Elefanten e.V.;Kindertagesstätte;10827;0307811927;;;;;52.48308;13.35559
Vorbergstr. 15;Nachbarschaftsheim Schöneberg e.V.;Kindertagesstätte;10827;03078 89 43 10;kita-vorberg@nbhs.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4830386;13.3542784
Dominicusstr. 19A;Kath. Kirchengemeinde St. Norbert;Kindertagesstätte;10827;0307812306;st.norbertkita@googlemail.com;;;;52.4830386;13.3542784
Ebersstr. 68;Nachbarschaftsheim Schöneberg e.V.;Kindertagesstätte;10827;030852 40 88;kita-ebers@nbhs.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.47927;13.35042
Kärntener Str. 27;Europa-Kindergarten Max und Moritz gGmbH;Kindertagesstätte;10827;0307818820;info@europakindergarten.de;Sonstiges;Ästhetische Bildung (Musik und Kunst);deutsch - englisch;52.4799423;13.3476274
Ebersstr. 19;Kindertagesstätten Berlin Süd-West;Kindertagesstätte;10827;030290276040;kita-ebersstr@kitasw.berlin.de;;;;52.48155999999999;13.35319
Ebersstr. 12;EIKITA ZAPPZARAPP - Eltern-Initiativ-Kindertagesstätte e.V.;Eltern-Initiativ-Kindertagesstätte;10827;0307844463;;;;;52.4831491;13.3561101
Dominicusstr. 21A;Leben mit Kindern gGmbH;Kindertagesstätte;10827;0307846764;a-schoen@lemiki.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Natur- und Umweltpädagogik, Religionspädagogik;;52.4830386;13.3542784
Feurigstr. 53;Elterninitiativkindergarten Rübezahl e. V.;Eltern-Initiativ-Kindertagesstätte;10827;0307828600;kinderladen-ruebezahl@web.de;Situationsansatz;;;52.4835402;13.3547391
Albertstr. 14 -18;Selbsthilfeprojekt für Frauen e.V. - Hanimlar Yardimlasma Dernegi;Eltern-Initiativ-Kindertagesstätte;10827;030788 55 54;info@kitarosen.de;Situationsansatz;;deutsch - türkisch;52.4841242;13.3535653
Ebersstr. 40;Arbeiten mit Schülern, Eltern + LehrernA.M.S.E.L. e.V.;Eltern-Initiativ-Kindertagesstätte;10827;7871 0656;;;;;52.47887;13.34607
Badensche Str. 50;Studentenwerk Berlin;Kindertagesstätte;10825;03093939-8460;kitahwr@studentenwerk-berlin.de;;;;52.48551;13.33823
Wartburgstr. 6;Ei-Kita Humpty Dumpty e.V.;Eltern-Initiativ-Kindertagesstätte;10825;030 7812190;kids@humpty-dumpty-berlin.de;bilingual (deutsch-englisch);;;52.48396779999999;13.3402508
Münchener Str. 3;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;10825;030214 29 94;dachsbau@taeks.de;Ansatz von Emmi Pikler, Montessori-Pädagogik;;;52.48828109999999;13.3424178
Badensche Str. 29;Arbeitskreis praktische Pädagogik e. V.;Kindertagesstätte;10825;0308623038;www.asiloitaliano@hotmail.de;Situationsansatz;Interkulturelle Pädagogik, Körper und Bewegung;deutsch - italienisch;52.4856146;13.3410278
Freiherr-vom-Stein-Str. 15;Nachbarschaftsheim Schöneberg e.V.;Kindertagesstätte;10825;03085 07 28 10;kita-am-park@nbhs.de;Situationsansatz;Integration von Kindern mit Behinderung, Körper und Bewegung;;52.4835473;13.3410806
Salzburger Str. 7;Eltern-Initiativ-KindertagesstätteAmtomokarasachmo e. V.;Eltern-Initiativ-Kindertagesstätte;10825;782 63 54;;;;;52.48694;13.34267
Apostel-Paulus-Str. 33;Nachbarschafts- u. Selbsthilfezentrum in der UFA-Fabrik e.V.;Eltern-Initiativ-Kindertagesstätte;10825;03089396904;sternenkita@nusz.de;Montessori-Pädagogik;;;52.48396779999999;13.3402508
Freiherr-vom-Stein-Str. 13;Nachbarschaftsheim Schöneberg e.V.;Kindertagesstätte;10825;03081 48 78 01;kita-freiherr-vom-stein@nbhs.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.4829611;13.3385926
Eisenacher Str. 81;planned child gemeinnützige UG (haftungsbeschränkt);Kindertagesstätte;10823;03086455037;purzelbaum@pikev.de;;;;52.4889717;13.3491668
Klixstr. 2;Ev. Kirchengemeinde Apostel-Paulus;Kindertagesstätte;10823;781 51 21;apostel-paulus-kita@gmx.de;;;;52.48923;13.35073
Gleditschstr. 40;Eltern-Initiativ-Kindertagesstätte Konfetti e. V.;Eltern-Initiativ-Kindertagesstätte;10823;0302157366;info@kinderladen-konfetti.de;Situationsansatz;;;52.4893942;13.3550198
Belziger Str. 14;Pestalozzi-Fröbel-HausStiftung des öffentlichen Rechts;Kindertagesstätte;10823;030781 94 11;belziger@pfh-berlin.de;Integration von Kindern mit Behinderung;;;52.48810599999999;13.356286
Merseburger Str. 4;Gruppe-Nuß-Kasper e. V.;Eltern-Initiativ-Kindertagesstätte;10823;0307815996;;Situationsansatz;;;52.4876598;13.3524371
Merseburger Str. 5;Affentheater e.V.;Eltern-Initiativ-Kindertagesstätte;10823;030784 45 22;info@affentheater.org;Situationsansatz;;;52.48787249999999;13.3524013
Eislebener Str. 4;Masorti e.V.;Kindertagesstätte;10789;03086390142;info@masorti.de;;;;52.50071;13.33488
Augsburger Str. 12;Gemeinnützige BOOT GmbH;Kindertagesstätte;10789;03084857000;augsburg@bootkitas.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.50105;13.33815
Ansbacher Str. 41;Eltern-Initiativ-Kindertagesstätte Langolino e.V.;Eltern-Initiativ-Kindertagesstätte;10789;0302141751;info@langolino-berlin.de;Situationsansatz;;;52.50118029999999;13.3380778
Lietzenburger Str. 37;Ev. Kirchengemeinde Kaiser-Wilhelm-Gedächtnis;Kindertagesstätte;10789;0302360 8033;kitakwg@versanet.de;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Religionspädagogik;;;52.4996422;13.3334996
Eislebener Str. 4;Masorti e.V.;Kindertagesstätte;10789;03021016551;info@masorti.de;;;;52.50071;13.33488
Ansbacher Str. 63;Knuddelmuddel e.V.;Eltern-Initiativ-Kindertagesstätte;10789;214 15 14;;Situationsansatz;;;52.50118029999999;13.3380778
Katharina-Heinroth-Ufer 1;Elterninitiativ-Kindertagesstätten-VereinKids 2000 Budapester Straße 31 e. V.;Eltern-Initiativ-Kindertagesstätte;10787;03026931422;ekt@ullrich.es;Situationsansatz;;;52.50786;13.34385
Kurfürstenstr. 135;MITRA bilinguale Kindergärten gemeinnützige GmbH;Kindertagesstätte;10787;03036448560;schluesselchen@mitra-ev.de;bilingual (deutsch-russisch);Ästhetische Bildung (Musik und Kunst), Theaterpädagogik;deutsch - russisch;52.5094286;13.343094
Lützowstr. 61;INA.KINDER.GARTEN gGmbH;Kindertagesstätte;10785;030230 05 177;luetzowstrasse@inakindergarten.de;Situationsansatz;;deutsch - französisch;52.5049004;13.3552638
Lützowplatz 1;Kids Company;Kindertagesstätte;10785;2610 1890;;;;;52.50501999999999;13.35391
Derfflingerstr. 21;Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.;Kindertagesstätte;10785;030261 89 50;maulwurf@awo-mitte.de;Situationsansatz;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;;52.5032376;13.3566709
Lützowstr. 106;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;10785;03046 99 77 70;Luetzowstrasse-berlin@froebel-gruppe.de;bilingual (deutsch-englisch), Reggio-Pädagogik;;;52.50192;13.36945
Bissingzeile 15 19;Orte für Kinder GmbH;Kindertagesstätte;10785;030264 12 48;bissingzeile@ortefuerkinder.de;;;;52.50302;13.37012
Kluckstr. 29;COCORICO et Co. e. V.;Eltern-Initiativ-Kindertagesstätte;10785;03025799626;Cocorico.info@gmx.de;Situationsansatz;Interkulturelle Pädagogik;deutsch - französisch;52.5026828;13.3615691
Lützowstr. 68;Vielfalt auf Augenhöhe gGmbH;Kindertagesstätte;10785;03035050922;;;;;52.5045809;13.3567786
Pohlstr. 87;Käptn Browser gemeinnützige Gesellschaft mit beschränkter Haftung;Kindertagesstätte;10785;030(030) 23005178;sonnenschein@kaeptnbrowser.de;Naturwissenschaftliche Grunderfahrungen;Integration von Kindern mit Behinderung;;52.5016823;13.3607263
Potsdamer Str. 170B;Stadtteilverein Schöneberg e.V.;Kindertagesstätte;10785;030216 84 38/21014680;info@stadtteilvereinschoeneberg.de;Interkulturelle Pädagogik, Situationsansatz;Interkulturelle Pädagogik, Körper und Bewegung;;52.427394;13.3344102
